"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-01-28","2019","01","28","†","8.0","","4.0","","6.0","","12.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-01-29","2019","01","29","†","9.0","","3.0","","6.0","","12.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-01-30","2019","01","30","†","8.0","","5.5","","6.8","","11.2","","0.0","","8.2","","0.0","","8.2","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-01-31","2019","01","31","†","9.0","","6.0","","7.5","","10.5","","0.0","","31.6","","0.0","","31.6","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-01","2019","02","01","†","7.0","","4.5","","5.8","","12.2","","0.0","","7.4","","0.0","T","7.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-02","2019","02","02","†","6.0","","-1.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-03","2019","02","03","†","-3.0","","-8.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-04","2019","02","04","†","2.0","","-6.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-05","2019","02","05","†","4.5","","-7.0","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-06","2019","02","06","†","5.0","","-1.5","","1.8","","16.2","","0.0","","0.2","","0.0","T","0.2","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-07","2019","02","07","†","3.5","","1.0","","2.3","","15.7","","0.0","","8.6","","0.0","","8.6","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-08","2019","02","08","†","4.5","","-3.0","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-09","2019","02","09","†","2.0","","-5.5","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-10","2019","02","10","†","3.5","","-5.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-11","2019","02","11","†","3.0","","-5.5","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-12","2019","02","12","†","3.5","","-2.5","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-13","2019","02","13","†","5.0","","-4.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-14","2019","02","14","†","6.5","","0.5","","3.5","","14.5","","0.0","","0.8","","0.0","T","0.8","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-15","2019","02","15","†","2.0","","0.5","","1.3","","16.7","","0.0","","6.0","","0.0","T","6.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-16","2019","02","16","†","3.0","","0.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-17","2019","02","17","†","5.0","","-1.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-18","2019","02","18","†","5.0","","-2.0","","1.5","","16.5","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-19","2019","02","19","†","4.5","","1.5","","3.0","","15.0","","0.0","","11.6","","0.0","","11.6","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-20","2019","02","20","†","7.5","","1.5","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-21","2019","02","21","†","5.0","","0.0","","2.5","","15.5","","0.0","","20.0","","0.0","","20.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-22","2019","02","22","†","4.5","","1.0","","2.8","","15.2","","0.0","","21.2","","0.0","T","21.2","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-23","2019","02","23","†","4.5","","1.5","","3.0","","15.0","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-24","2019","02","24","†","5.5","","0.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-25","2019","02","25","†","6.5","","-1.5","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-26","2019","02","26","†","8.0","","-1.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-27","2019","02","27","†","9.0","","0.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-02-28","2019","02","28","†","8.5","","1.5","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-01","2019","03","01","†","8.0","","0.5","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-02","2019","03","02","†","5.5","","1.0","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-03","2019","03","03","†","5.5","","-0.5","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-04","2019","03","04","†","6.5","","-1.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-05","2019","03","05","†","6.5","","-1.5","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-06","2019","03","06","†","7.0","","-1.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-07","2019","03","07","†","9.0","","0.5","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-08","2019","03","08","†","8.0","","-1.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-09","2019","03","09","†","8.0","","0.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-10","2019","03","10","†","7.0","","1.0","","4.0","","14.0","","0.0","","18.2","","0.0","","18.2","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-11","2019","03","11","†","5.5","","3.5","","4.5","","13.5","","0.0","","25.0","","0.0","","25.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-12","2019","03","12","†","9.5","","2.0","","5.8","","12.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-13","2019","03","13","†","8.5","","1.5","","5.0","","13.0","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-14","2019","03","14","†","9.5","","4.5","","7.0","","11.0","","0.0","","7.0","","0.0","","7.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-15","2019","03","15","†","11.0","","4.0","","7.5","","10.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-16","2019","03","16","†","11.0","","6.5","","8.8","","9.2","","0.0","","5.6","","0.0","","5.6","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-17","2019","03","17","†","12.5","","4.5","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-18","2019","03","18","†","15.0","","5.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-19","2019","03","19","†","17.0","","6.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-20","2019","03","20","†","17.0","","7.5","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-21","2019","03","21","†","13.0","","6.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-22","2019","03","22","†","13.5","","6.0","","9.8","","8.2","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-23","2019","03","23","†","15.5","","5.5","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-24","2019","03","24","†","13.0","","4.0","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-25","2019","03","25","†","14.0","","4.5","","9.3","","8.7","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-26","2019","03","26","†","13.0","","7.0","","10.0","","8.0","","0.0","","4.6","","0.0","","4.6","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-27","2019","03","27","†","15.0","","4.5","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-28","2019","03","28","†","15.0","","6.5","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-29","2019","03","29","†","13.0","","5.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-30","2019","03","30","†","11.5","","5.0","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-03-31","2019","03","31","†","14.0","","5.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-01","2019","04","01","†","15.5","","5.5","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-02","2019","04","02","†","16.0","","7.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-03","2019","04","03","†","13.0","","7.5","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-04","2019","04","04","†","14.5","","8.0","","11.3","","6.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-05","2019","04","05","†","14.0","","8.0","","11.0","","7.0","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-06","2019","04","06","†","14.0","","6.0","","10.0","","8.0","","0.0","","37.8","","0.0","","37.8","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-07","2019","04","07","†","10.5","","5.5","","8.0","","10.0","","0.0","","4.8","","0.0","","4.8","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-08","2019","04","08","†","13.0","","7.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-09","2019","04","09","†","12.0","","6.0","","9.0","","9.0","","0.0","","17.8","","0.0","","17.8","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-10","2019","04","10","†","11.0","","4.5","","7.8","","10.2","","0.0","","5.2","","0.0","","5.2","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-11","2019","04","11","†","12.0","","4.5","","8.3","","9.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-12","2019","04","12","†","12.0","","5.0","","8.5","","9.5","","0.0","","12.4","","0.0","","12.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-13","2019","04","13","†","9.0","","6.0","","7.5","","10.5","","0.0","","25.2","","0.0","","25.2","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-14","2019","04","14","†","8.0","","4.5","","6.3","","11.7","","0.0","","12.8","","0.0","","12.8","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-15","2019","04","15","†","13.0","","4.5","","8.8","","9.2","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-16","2019","04","16","†","8.5","","6.5","","7.5","","10.5","","0.0","","18.8","","0.0","","18.8","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-17","2019","04","17","†","10.0","","6.5","","8.3","","9.7","","0.0","","26.8","","0.0","","26.8","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-18","2019","04","18","†","9.0","","7.0","","8.0","","10.0","","0.0","","14.4","","0.0","","14.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-19","2019","04","19","†","11.0","","5.5","","8.3","","9.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-20","2019","04","20","†","12.5","","5.0","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-21","2019","04","21","†","9.5","","6.0","","7.8","","10.2","","0.0","","31.6","","0.0","","31.6","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-22","2019","04","22","†","10.0","","8.0","","9.0","","9.0","","0.0","","4.4","","0.0","","4.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-23","2019","04","23","†","12.0","","4.0","","8.0","","10.0","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-24","2019","04","24","†","11.5","","4.0","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-25","2019","04","25","†","12.0","","4.5","","8.3","","9.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-26","2019","04","26","†","9.5","","5.0","","7.3","","10.7","","0.0","","14.6","","0.0","","14.6","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-27","2019","04","27","†","11.5","","2.5","","7.0","","11.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-28","2019","04","28","†","14.0","","5.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-29","2019","04","29","†","17.0","","6.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-04-30","2019","04","30","†","16.0","","6.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-01","2019","05","01","†","14.0","","6.5","","10.3","","7.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-02","2019","05","02","†","13.0","","6.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-03","2019","05","03","†","13.5","","8.0","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-04","2019","05","04","†","14.0","","9.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-05","2019","05","05","†","15.0","","8.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-06","2019","05","06","†","13.0","","8.0","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-07","2019","05","07","†","15.0","","8.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-08","2019","05","08","†","18.0","","8.5","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-09","2019","05","09","†","20.0","","9.0","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-10","2019","05","10","†","19.5","","9.5","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-11","2019","05","11","†","14.0","","9.5","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-12","2019","05","12","†","16.0","","6.5","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-13","2019","05","13","†","14.5","","6.0","","10.3","","7.7","","0.0","","9.2","","0.0","","9.2","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-14","2019","05","14","†","12.0","","8.0","","10.0","","8.0","","0.0","","9.4","","0.0","","9.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-15","2019","05","15","†","16.0","","9.0","","12.5","","5.5","","0.0","","4.6","","0.0","","4.6","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-16","2019","05","16","†","14.0","","10.0","","12.0","","6.0","","0.0","","10.6","","0.0","","10.6","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-17","2019","05","17","†","16.0","","8.5","","12.3","","5.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-18","2019","05","18","†","17.5","","10.0","","13.8","","4.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-19","2019","05","19","†","19.5","","10.0","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-20","2019","05","20","†","12.5","","10.0","","11.3","","6.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-21","2019","05","21","†","16.0","","10.5","","13.3","","4.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-22","2019","05","22","†","16.5","","9.5","","13.0","","5.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-23","2019","05","23","†","15.5","","10.5","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-24","2019","05","24","†","15.0","","9.5","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-25","2019","05","25","†","18.0","","8.5","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-26","2019","05","26","†","21.0","","9.5","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-27","2019","05","27","†","19.0","","11.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-28","2019","05","28","†","18.0","","10.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-127.86","51.60","ADDENBROKE ISLAND","1060080","2019-05-29","2019","05","29","†","18.0","","10.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
