"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-112.82","53.05","CAMROSE","3011240","2019-06-17","2019","06","17","","24.6","","9.3","","17.0","","1.0","","0.0","","","","","","0.0","","","","18","","36",""
"-112.82","53.05","CAMROSE","3011240","2019-06-18","2019","06","18","","22.2","","12.1","","17.2","","0.8","","0.0","","","","","","1.8","","","","30","","36",""
"-112.82","53.05","CAMROSE","3011240","2019-06-19","2019","06","19","","13.3","","6.5","","9.9","","8.1","","0.0","","","","","","7.1","","","","28","","43",""
"-112.82","53.05","CAMROSE","3011240","2019-06-20","2019","06","20","","14.2","","7.0","","10.6","","7.4","","0.0","","","","","","7.0","","","","35","","40",""
"-112.82","53.05","CAMROSE","3011240","2019-06-21","2019","06","21","","19.0","","10.5","","14.8","","3.2","","0.0","","","","","","1.7","","","","34","","51",""
"-112.82","53.05","CAMROSE","3011240","2019-06-22","2019","06","22","","19.8","","9.9","","14.9","","3.1","","0.0","","","","","","0.0","","","","34","","37",""
"-112.82","53.05","CAMROSE","3011240","2019-06-23","2019","06","23","","21.2","","8.3","","14.7","","3.3","","0.0","","","","","","0.0","","","","32","","35",""
"-112.82","53.05","CAMROSE","3011240","2019-06-24","2019","06","24","","17.2","","9.9","","13.6","","4.4","","0.0","","","","","","2.2","","","","27","","36",""
"-112.82","53.05","CAMROSE","3011240","2019-06-25","2019","06","25","","18.4","","9.0","","13.7","","4.3","","0.0","","","","","","2.1","","","","31","","31",""
"-112.82","53.05","CAMROSE","3011240","2019-06-26","2019","06","26","","21.1","","4.9","","13.0","","5.0","","0.0","","","","","","16.4","","","","18","","39",""
"-112.82","53.05","CAMROSE","3011240","2019-06-27","2019","06","27","","17.7","","5.2","","11.5","","6.5","","0.0","","","","","","5.4","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-06-28","2019","06","28","","22.3","","10.3","","16.3","","1.7","","0.0","","","","","","0.6","","","","12","","33",""
"-112.82","53.05","CAMROSE","3011240","2019-06-29","2019","06","29","","20.1","","6.6","","13.3","","4.7","","0.0","","","","","","0.2","","","","28","","45",""
"-112.82","53.05","CAMROSE","3011240","2019-06-30","2019","06","30","","22.2","","10.1","","16.1","","1.9","","0.0","","","","","","0.0","","","","29","","32",""
"-112.82","53.05","CAMROSE","3011240","2019-07-01","2019","07","01","","21.1","","6.3","","13.7","","4.3","","0.0","","","","","","7.1","","","","2","","60",""
"-112.82","53.05","CAMROSE","3011240","2019-07-02","2019","07","02","","19.4","","5.8","","12.6","","5.4","","0.0","","","","","","0.0","","","","29","","42",""
"-112.82","53.05","CAMROSE","3011240","2019-07-03","2019","07","03","","17.4","","6.7","","12.1","","5.9","","0.0","","","","","","0.0","","","","30","","39",""
"-112.82","53.05","CAMROSE","3011240","2019-07-04","2019","07","04","","18.3","","6.1","","12.2","","5.8","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-07-05","2019","07","05","","17.4","","5.5","","11.4","","6.6","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-07-06","2019","07","06","","21.9","","9.5","","15.7","","2.3","","0.0","","","","","","22.2","","","","22","","36",""
"-112.82","53.05","CAMROSE","3011240","2019-07-07","2019","07","07","","21.7","","12.7","","17.2","","0.8","","0.0","","","","","","1.3","","","","29","","39",""
"-112.82","53.05","CAMROSE","3011240","2019-07-08","2019","07","08","","19.1","","11.0","","15.1","","2.9","","0.0","","","","","","11.5","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-07-09","2019","07","09","","15.7","","9.6","","12.7","","5.3","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-07-10","2019","07","10","","19.9","","9.7","","14.8","","3.2","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-07-11","2019","07","11","","20.6","","9.9","","15.2","","2.8","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-07-12","2019","07","12","","24.7","","9.2","","17.0","","1.0","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-07-13","2019","07","13","","25.5","","12.8","","19.2","","0.0","","1.2","","","","","","0.0","","","","26","","41",""
"-112.82","53.05","CAMROSE","3011240","2019-07-14","2019","07","14","","24.5","","9.2","","16.8","","1.2","","0.0","","","","","","0.0","","","","30","","37",""
"-112.82","53.05","CAMROSE","3011240","2019-07-15","2019","07","15","","23.5","","11.2","","17.3","","0.7","","0.0","","","","","","0.0","","","","3","","33",""
"-112.82","53.05","CAMROSE","3011240","2019-07-16","2019","07","16","","20.9","","10.2","","15.6","","2.4","","0.0","","","","","","3.6","","","","1","","36",""
"-112.82","53.05","CAMROSE","3011240","2019-07-17","2019","07","17","","23.9","","7.6","","15.7","","2.3","","0.0","","","","","","4.8","","","","22","","47",""
"-112.82","53.05","CAMROSE","3011240","2019-07-18","2019","07","18","","16.0","","8.3","","12.1","","5.9","","0.0","","","","","","30.8","","","","32","","46",""
"-112.82","53.05","CAMROSE","3011240","2019-07-19","2019","07","19","","16.8","","10.1","","13.5","","4.5","","0.0","","","","","","31.5","","","","31","","44",""
"-112.82","53.05","CAMROSE","3011240","2019-07-20","2019","07","20","","22.2","","11.2","","16.7","","1.3","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-07-21","2019","07","21","","24.1","","7.9","","16.0","","2.0","","0.0","","","","","","0.0","","","","15","","31",""
"-112.82","53.05","CAMROSE","3011240","2019-07-22","2019","07","22","","26.5","","11.1","","18.8","","0.0","","0.8","","","","","","0.0","","","","15","","39",""
"-112.82","53.05","CAMROSE","3011240","2019-07-23","2019","07","23","","28.8","","10.6","","19.7","","0.0","","1.7","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-07-24","2019","07","24","","22.9","","11.5","","17.2","","0.8","","0.0","","","","","","5.8","","","","28","","61",""
"-112.82","53.05","CAMROSE","3011240","2019-07-25","2019","07","25","","21.6","","11.6","","16.6","","1.4","","0.0","","","","","","3.4","","","","25","","64",""
"-112.82","53.05","CAMROSE","3011240","2019-07-26","2019","07","26","","25.8","","9.8","","17.8","","0.2","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-07-27","2019","07","27","","21.3","","10.4","","15.8","","2.2","","0.0","","","","","","5.8","","","","27","","58",""
"-112.82","53.05","CAMROSE","3011240","2019-07-28","2019","07","28","","20.9","","12.0","","16.5","","1.5","","0.0","","","","","","2.3","","","","28","","44",""
"-112.82","53.05","CAMROSE","3011240","2019-07-29","2019","07","29","","22.1","","10.7","","16.4","","1.6","","0.0","","","","","","2.2","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-07-30","2019","07","30","","23.8","","8.3","","16.0","","2.0","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-07-31","2019","07","31","","22.5","","8.5","","15.5","","2.5","","0.0","","","","","","0.0","","","","13","","39",""
"-112.82","53.05","CAMROSE","3011240","2019-08-01","2019","08","01","","23.6","","13.2","","18.4","","0.0","","0.4","","","","","","42.3","","","","18","","67",""
"-112.82","53.05","CAMROSE","3011240","2019-08-02","2019","08","02","","27.3","","12.7","","20.0","","0.0","","2.0","","","","","","0.0","","","","31","","36",""
"-112.82","53.05","CAMROSE","3011240","2019-08-03","2019","08","03","","21.5","","11.4","","16.4","","1.6","","0.0","","","","","","0.0","","","","31","","38",""
"-112.82","53.05","CAMROSE","3011240","2019-08-04","2019","08","04","","23.1","","9.2","","16.2","","1.8","","0.0","","","","","","0.0","","","","31","","34",""
"-112.82","53.05","CAMROSE","3011240","2019-08-05","2019","08","05","","25.9","","11.6","","18.7","","0.0","","0.7","","","","","","4.3","","","","35","","37",""
"-112.82","53.05","CAMROSE","3011240","2019-08-06","2019","08","06","","16.5","","10.7","","13.6","","4.4","","0.0","","","","","","1.1","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-08-07","2019","08","07","","22.0","","6.2","","14.1","","3.9","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-08-08","2019","08","08","","25.1","","12.1","","18.6","","0.0","","0.6","","","","","","9.5","","","","27","","34",""
"-112.82","53.05","CAMROSE","3011240","2019-08-09","2019","08","09","","16.4","","11.0","","13.7","","4.3","","0.0","","","","","","1.1","","","","33","","37",""
"-112.82","53.05","CAMROSE","3011240","2019-08-10","2019","08","10","","16.3","","9.9","","13.1","","4.9","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-08-11","2019","08","11","","13.5","","9.9","","11.7","","6.3","","0.0","","","","","","3.5","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-08-12","2019","08","12","","16.7","","11.3","","14.0","","4.0","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-08-13","2019","08","13","","19.7","","11.1","","15.4","","2.6","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-08-14","2019","08","14","","23.8","","6.4","","15.1","","2.9","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-08-15","2019","08","15","","24.6","","12.4","","18.5","","0.0","","0.5","","","","","","0.3","","","","35","","49",""
"-112.82","53.05","CAMROSE","3011240","2019-08-16","2019","08","16","","15.0","","7.4","","11.2","","6.8","","0.0","","","","","","0.6","","","","32","","61",""
"-112.82","53.05","CAMROSE","3011240","2019-08-17","2019","08","17","","16.4","","4.9","","10.6","","7.4","","0.0","","","","","","0.4","","","","27","","32",""
"-112.82","53.05","CAMROSE","3011240","2019-08-18","2019","08","18","","17.3","","8.6","","12.9","","5.1","","0.0","","","","","","0.5","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-08-19","2019","08","19","","18.2","","8.3","","13.3","","4.7","","0.0","","","","","","2.8","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-08-20","2019","08","20","","24.2","","6.0","","15.1","","2.9","","0.0","","","","","","0.0","","","","13","","39",""
"-112.82","53.05","CAMROSE","3011240","2019-08-21","2019","08","21","","28.2","","9.7","","18.9","","0.0","","0.9","","","","","","0.0","","","","15","","51",""
"-112.82","53.05","CAMROSE","3011240","2019-08-22","2019","08","22","","19.9","","6.7","","13.3","","4.7","","0.0","","","","","","0.0","","","","32","","42",""
"-112.82","53.05","CAMROSE","3011240","2019-08-23","2019","08","23","","22.1","","4.7","","13.4","","4.6","","0.0","","","","","","2.1","","","","16","","47",""
"-112.82","53.05","CAMROSE","3011240","2019-08-24","2019","08","24","","22.1","","8.4","","15.2","","2.8","","0.0","","","","","","2.2","","","","30","","42",""
"-112.82","53.05","CAMROSE","3011240","2019-08-25","2019","08","25","","20.1","","8.1","","14.1","","3.9","","0.0","","","","","","0.0","","","","27","","38",""
"-112.82","53.05","CAMROSE","3011240","2019-08-26","2019","08","26","","16.4","","7.8","","12.1","","5.9","","0.0","","","","","","0.2","","","","31","","54",""
"-112.82","53.05","CAMROSE","3011240","2019-08-27","2019","08","27","","20.8","","3.5","","12.2","","5.8","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-08-28","2019","08","28","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-112.82","53.05","CAMROSE","3011240","2019-08-29","2019","08","29","","16.6","","2.7","","9.7","","8.3","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-08-30","2019","08","30","","13.6","","9.2","","11.4","","6.6","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-08-31","2019","08","31","","14.4","","5.8","","10.1","","7.9","","0.0","","","","","","6.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-01","2019","09","01","","15.9","","5.3","","10.6","","7.4","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-02","2019","09","02","","19.3","","7.9","","13.6","","4.4","","0.0","","","","","","0.0","","","","33","","44",""
"-112.82","53.05","CAMROSE","3011240","2019-09-03","2019","09","03","","24.1","","7.8","","15.9","","2.1","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-04","2019","09","04","","23.7","","7.2","","15.5","","2.5","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-05","2019","09","05","","20.6","","8.8","","14.7","","3.3","","0.0","","","","","","7.4","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-06","2019","09","06","","20.0","","7.3","","13.7","","4.3","","0.0","","","","","","0.0","","","","12","","34",""
"-112.82","53.05","CAMROSE","3011240","2019-09-07","2019","09","07","","23.0","","9.0","","16.0","","2.0","","0.0","","","","","","0.6","","","","17","","34",""
"-112.82","53.05","CAMROSE","3011240","2019-09-08","2019","09","08","","14.9","","9.7","","12.3","","5.7","","0.0","","","","","","29.6","","","","6","","53",""
"-112.82","53.05","CAMROSE","3011240","2019-09-09","2019","09","09","","15.2","","9.6","","12.4","","5.6","","0.0","","","","","","0.0","","","","7","","33",""
"-112.82","53.05","CAMROSE","3011240","2019-09-10","2019","09","10","","10.2","","7.7","","9.0","","9.0","","0.0","","","","","","5.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-11","2019","09","11","","13.3","","6.9","","10.1","","7.9","","0.0","","","","","","0.4","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-12","2019","09","12","","20.2","","3.7","","11.9","","6.1","","0.0","","","","","","0.0","","","","17","","32",""
"-112.82","53.05","CAMROSE","3011240","2019-09-13","2019","09","13","","19.4","","7.3","","13.4","","4.6","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-14","2019","09","14","","20.9","","3.4","","12.2","","5.8","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-15","2019","09","15","","22.4","","4.8","","13.6","","4.4","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-16","2019","09","16","","17.9","","8.4","","13.1","","4.9","","0.0","","","","","","2.8","","","","5","","39",""
"-112.82","53.05","CAMROSE","3011240","2019-09-17","2019","09","17","","15.5","","4.8","","10.1","","7.9","","0.0","","","","","","3.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-18","2019","09","18","","17.0","","1.2","","9.1","","8.9","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-19","2019","09","19","","18.0","","1.9","","10.0","","8.0","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-20","2019","09","20","","16.3","","6.4","","11.4","","6.6","","0.0","","","","","","0.0","","","","28","","41",""
"-112.82","53.05","CAMROSE","3011240","2019-09-21","2019","09","21","","20.3","","1.2","","10.8","","7.2","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-22","2019","09","22","","23.5","","5.3","","14.4","","3.6","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-23","2019","09","23","","15.4","","6.7","","11.1","","6.9","","0.0","","","","","","0.0","","","","30","","37",""
"-112.82","53.05","CAMROSE","3011240","2019-09-24","2019","09","24","","15.5","","5.8","","10.6","","7.4","","0.0","","","","","","0.0","","","","31","","49",""
"-112.82","53.05","CAMROSE","3011240","2019-09-25","2019","09","25","","13.9","","6.3","","10.1","","7.9","","0.0","","","","","","1.2","","","","32","","43",""
"-112.82","53.05","CAMROSE","3011240","2019-09-26","2019","09","26","","8.8","","3.4","","6.1","","11.9","","0.0","","","","","","7.1","","","","30","","37",""
"-112.82","53.05","CAMROSE","3011240","2019-09-27","2019","09","27","","4.5","","-0.3","","2.1","","15.9","","0.0","","","","","","0.2","","","","3","","31",""
"-112.82","53.05","CAMROSE","3011240","2019-09-28","2019","09","28","","3.4","","-1.0","","1.2","","16.8","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-29","2019","09","29","","3.0","","-1.7","","0.7","","17.3","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-09-30","2019","09","30","","3.5","","-1.8","","0.9","","17.1","","0.0","","","","","","1.5","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-01","2019","10","01","","6.1","","-5.5","","0.3","","17.7","","0.0","","","","","","0.0","","0","","14","","32",""
"-112.82","53.05","CAMROSE","3011240","2019-10-02","2019","10","02","","11.8","","-3.4","","4.2","","13.8","","0.0","","","","","","0.0","","","","15","","31",""
"-112.82","53.05","CAMROSE","3011240","2019-10-03","2019","10","03","","11.6","","-5.3","","3.2","","14.8","","0.0","","","","","","0.0","","","","15","","37",""
"-112.82","53.05","CAMROSE","3011240","2019-10-04","2019","10","04","","11.9","","-0.4","","5.7","","12.3","","0.0","","","","","","0.0","","","","29","","44",""
"-112.82","53.05","CAMROSE","3011240","2019-10-05","2019","10","05","","12.7","","3.1","","7.9","","10.1","","0.0","","","","","","0.0","","","","33","","51",""
"-112.82","53.05","CAMROSE","3011240","2019-10-06","2019","10","06","","16.7","","1.9","","9.3","","8.7","","0.0","","","","","","0.0","","","","27","","34",""
"-112.82","53.05","CAMROSE","3011240","2019-10-07","2019","10","07","","18.0","","0.4","","9.2","","8.8","","0.0","","","","","","0.0","","","","32","","52",""
"-112.82","53.05","CAMROSE","3011240","2019-10-08","2019","10","08","","0.4","","-3.9","","-1.7","","19.7","","0.0","","","","","","0.0","","","","34","","46",""
"-112.82","53.05","CAMROSE","3011240","2019-10-09","2019","10","09","","1.1","","-5.9","","-2.4","","20.4","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-10","2019","10","10","","6.5","","-8.3","","-0.9","","18.9","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-11","2019","10","11","","9.5","","-7.9","","0.8","","17.2","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-12","2019","10","12","","11.6","","-5.6","","3.0","","15.0","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-13","2019","10","13","","8.8","","0.1","","4.5","","13.5","","0.0","","","","","","1.9","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-14","2019","10","14","","3.1","","0.1","","1.6","","16.4","","0.0","","","","","","9.2","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-15","2019","10","15","","4.5","","0.6","","2.5","","15.5","","0.0","","","","","","0.5","","1","","13","","49",""
"-112.82","53.05","CAMROSE","3011240","2019-10-16","2019","10","16","","15.3","","-3.0","","6.1","","11.9","","0.0","","","","","","0.2","","","","13","","34",""
"-112.82","53.05","CAMROSE","3011240","2019-10-17","2019","10","17","","12.7","","-0.5","","6.1","","11.9","","0.0","","","","","","0.0","","","","30","","32",""
"-112.82","53.05","CAMROSE","3011240","2019-10-18","2019","10","18","","13.2","","-4.8","","4.2","","13.8","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-19","2019","10","19","","9.4","","-4.1","","2.6","","15.4","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-20","2019","10","20","","7.4","","-3.7","","1.8","","16.2","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-21","2019","10","21","","8.7","","-5.5","","1.6","","16.4","","0.0","","","","","","0.0","","","","30","","34",""
"-112.82","53.05","CAMROSE","3011240","2019-10-22","2019","10","22","","6.0","","-5.5","","0.2","","17.8","","0.0","","","","","","2.7","","","","29","","44",""
"-112.82","53.05","CAMROSE","3011240","2019-10-23","2019","10","23","","4.8","","-2.2","","1.3","","16.7","","0.0","","","","","","0.2","","","","31","","48",""
"-112.82","53.05","CAMROSE","3011240","2019-10-24","2019","10","24","","13.4","","-0.6","","6.4","","11.6","","0.0","","","","","","0.0","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-25","2019","10","25","","19.1","","-0.2","","9.4","","8.6","","0.0","","","","","","0.0","","","","27","","100",""
"-112.82","53.05","CAMROSE","3011240","2019-10-26","2019","10","26","","1.0","","-8.3","","-3.7","","21.7","","0.0","","","","","","0.0","","","","33","","54",""
"-112.82","53.05","CAMROSE","3011240","2019-10-27","2019","10","27","","4.5","","-10.7","","-3.1","","21.1","","0.0","","","","","","0.3","","","","31","","57",""
"-112.82","53.05","CAMROSE","3011240","2019-10-28","2019","10","28","","-6.0","","-9.8","","-7.9","","25.9","","0.0","","","","","","0.2","","","","35","","54",""
"-112.82","53.05","CAMROSE","3011240","2019-10-29","2019","10","29","","-4.0","","-16.0","","-10.0","","28.0","","0.0","","","","","","0.2","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-30","2019","10","30","","5.7","","-13.6","","-4.0","","22.0","","0.0","","","","","","0.0","","13","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-10-31","2019","10","31","","5.2","","-2.0","","1.6","","16.4","","0.0","","","","","","0.0","","1","","31","","51",""
"-112.82","53.05","CAMROSE","3011240","2019-11-01","2019","11","01","","5.6","","-4.8","","0.4","","17.6","","0.0","","","","","","0.0","","0","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-02","2019","11","02","","7.1","","-0.9","","3.1","","14.9","","0.0","","","","","","0.0","","11","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-03","2019","11","03","","2.9","","-7.1","","-2.1","","20.1","","0.0","","","","","","0.0","","11","","32","","31",""
"-112.82","53.05","CAMROSE","3011240","2019-11-04","2019","11","04","","1.2","","-7.9","","-3.3","","21.3","","0.0","","","","","","0.0","","0","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-05","2019","11","05","","-1.1","","-16.1","","-8.6","","26.6","","0.0","","","","","","2.1","","1","","36","","45",""
"-112.82","53.05","CAMROSE","3011240","2019-11-06","2019","11","06","","-7.8","","-19.3","","-13.6","","31.6","","0.0","","","","","","0.2","","2","","20","","35",""
"-112.82","53.05","CAMROSE","3011240","2019-11-07","2019","11","07","","0.9","","-18.4","","-8.7","","26.7","","0.0","","","","","","0.0","","2","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-08","2019","11","08","","8.2","","-1.3","","3.4","","14.6","","0.0","","","","","","2.3","","","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-09","2019","11","09","","-1.3","","-12.3","","-6.8","","24.8","","0.0","","","","","","6.2","","4","","3","","38",""
"-112.82","53.05","CAMROSE","3011240","2019-11-10","2019","11","10","","-12.3","","-21.4","","-16.8","","34.8","","0.0","","","","","","0.9","","11","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-11","2019","11","11","","-8.2","","-22.8","","-15.5","","33.5","","0.0","","","","","","0.2","","10","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-12","2019","11","12","","1.6","","-12.3","","-5.4","","23.4","","0.0","","","","","","0.0","","9","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-13","2019","11","13","","6.6","","-2.1","","2.2","","15.8","","0.0","","","","","","0.0","","5","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-14","2019","11","14","","-1.0","","-7.7","","-4.3","","22.3","","0.0","","","","","","0.0","","4","","15","","31",""
"-112.82","53.05","CAMROSE","3011240","2019-11-15","2019","11","15","","2.8","","-4.9","","-1.0","","19.0","","0.0","","","","","","0.5","","4","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-16","2019","11","16","","4.3","","-0.2","","2.0","","16.0","","0.0","","","","","","0.0","","4","","30","","31",""
"-112.82","53.05","CAMROSE","3011240","2019-11-17","2019","11","17","","10.1","","-1.0","","4.5","","13.5","","0.0","","","","","","0.0","","3","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-18","2019","11","18","","7.0","","-2.8","","2.1","","15.9","","0.0","","","","","","0.0","","3","","31","","41",""
"-112.82","53.05","CAMROSE","3011240","2019-11-19","2019","11","19","","2.2","","-4.1","","-1.0","","19.0","","0.0","","","","","","1.8","","2","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-20","2019","11","20","","-1.1","","-9.4","","-5.2","","23.2","","0.0","","","","","","1.0","","4","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-21","2019","11","21","","3.1","","-10.1","","-3.5","","21.5","","0.0","","","","","","0.0","","4","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-22","2019","11","22","","6.5","","-8.1","","-0.8","","18.8","","0.0","","","","","","0.0","","4","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-23","2019","11","23","","9.0","","2.4","","5.7","","12.3","","0.0","","","","","","0.0","","3","","29","","31",""
"-112.82","53.05","CAMROSE","3011240","2019-11-24","2019","11","24","","3.8","","-1.2","","1.3","","16.7","","0.0","","","","","","0.0","","1","","30","","44",""
"-112.82","53.05","CAMROSE","3011240","2019-11-25","2019","11","25","","0.2","","-6.3","","-3.1","","21.1","","0.0","","","","","","0.0","","1","","30","","38",""
"-112.82","53.05","CAMROSE","3011240","2019-11-26","2019","11","26","","-5.2","","-13.4","","-9.3","","27.3","","0.0","","","","","","0.4","","1","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-27","2019","11","27","","-11.3","","-14.4","","-12.8","","30.8","","0.0","","","","","","0.4","","1","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-28","2019","11","28","","-7.3","","-16.0","","-11.7","","29.7","","0.0","","","","","","0.2","","1","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-29","2019","11","29","","-10.1","","-17.9","","-14.0","","32.0","","0.0","","","","","","0.2","","2","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-11-30","2019","11","30","","-11.8","","-18.5","","-15.1","","33.1","","0.0","","","","","","0.0","","4","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-12-01","2019","12","01","","-3.5","","-19.3","","-11.4","","29.4","","0.0","","","","","","0.2","","5","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-12-02","2019","12","02","","1.1","","-11.8","","-5.3","","23.3","","0.0","","","","","","0.0","","5","","26","","31",""
"-112.82","53.05","CAMROSE","3011240","2019-12-03","2019","12","03","","5.3","","-3.6","","0.8","","17.2","","0.0","","","","","","0.0","","4","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-12-04","2019","12","04","","0.4","","-4.9","","-2.2","","20.2","","0.0","","","","","","0.3","","3","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-12-05","2019","12","05","","-3.4","","-12.6","","-8.0","","26.0","","0.0","","","","","","0.2","","4","","","","",""
"-112.82","53.05","CAMROSE","3011240","2019-12-06","2019","12","06","","-2.4","","-12.5","","-7.5","","25.5","","0.0","","","","","","0.0","","4","","","","",""
